0	It's a great course!
0	Take it! The teaching team do a great job of introducing computer science principles to the students, and the course is definitely friendly to people with no coding experience.
0	This class is a very good basic Python course. They provide you with a ton of resources to help you out too (discussion board, discussion section, OH, tons of practice problems)
0	I think everyone at Stanford should take 106a. I took it with Nick, who is probably the best instructor I've ever had at Stanford. CS can definitely get hard at times, but it's evident that Nick is very thoughtful about his teaching and implementing effective practice into class time. Also, I really appreciated that Nick mentions that stuff is hard. It really helped me realize that the fast pace of Stanford DOES make things more difficult, but that just means I'm learning the way Stanford wants me to
0	Hard if you don't have a CS background, as it moves very fast. If your good at focusing for long periods and working with puzzles, this is a good class for you
0	Take it, even if you are not considering computer science. It is very well taught
0	Great intro to programming! Highly recommend you take this, even if you don't plan on going into programming or stuff of that manneer.
0	This instructor is very knowledgeable and conveys the material well. The course is logically structured and easy to follow. Due dates are clear and enough time is given to complete the assignments.
0	Really great class. Its so well organized and the assignments are really applicable to real life and fun. Great intro course, and pretty accessible/easy.
0	THE intro-level (CS) course at Stanford. Designed from the bottom-up to be extremely accessible with additionally so many support systems built-in that it feels like you can comfortably forget about stressing over your performance and spend more time focusing on learning and developing new skills. Beyond that, can be conceptually very interesting (especially if coming in with no prior awareness of programming) and rewarding (psets are all applications-based and it's really cool to look back after each one to appreciate what you've just built with your own hands). Would highly recommend this course (Nick is a great teacher too), if not for a great perspective on CS, then at least as a very rewarding 5 units of developing a rewarding skill.
0	Fun way to dip your toes in CS!
0	CS106A is a fun introduction to computer science and programming. The exams are relatively easy, the instructors throw no curveballs, and overall the course is designed to set you up to succeed. Despite the large number of people taking the class, there are still many opportunities for one-on-one interaction, which I personally thought was a testament to how efficiently and brilliantly the course is structured. Definitely a fun and enjoyable time - even if you don't plan on continuing with CS in the future, the skills you learn in 106A are valuable far beyond programming!
0	The instructor and the TA team are very friendly, professional, and willing to help. Reach out to the numerous resources that this course offers and ask a lot of questions, even though some questions may seem minor. I had some coding experience before this course, but I still found this course very helpful for building a stronger foundation in coding and also learning the logic behind coding, which really trains your brain. Start the homework early and ask questions during IGs. Although the lectures were recorded, I found going to in-person lectures helped me set up a strict schedule of studying for this course.
0	CS106A is an excellent class. Nick did a very good job of going over the course materials in a comprehensive way. The TAs are also very good in sections. You can't go to office hours with your specific TA, but you get individual feedback from your TA during IGs. It's never necessary to go to class in person because it's all recorded/streamed live. The assignments were well-paced and if you understand the practice questions for the midterm/final, you'll be fine (the test questions are very similar).
0	Take it! Everyone and their mother has taken this class, so there is no shortage of people who can give you advice.
0	Take it. I came into Stanford with no CS knowledge and as a sophomore English major I loved this course more than anything. It wasn't easy, but there were so many resources that I was able to enjoy learning something completely and I could feel so proud of myself whenever I actually got something done. Nick Parlante is also the best at making you comfortable with struggling through coding, even though he obviously finds it easy himself. Loved everything about it and I'm glad I took it!
0	It was a great class. One of my worries was that it would be difficult to catch on since I didn't have any experience with CS before taking this class but the way lectures are taught and the way sections are led make it very accessible. It's also really convenient to be able to have the option to watch lecture recordings rather than having to go in person. This was extremely helpful, but I would recommend making yourself go to lecture if you think you'll procrastinate watching the recordings.
0	Very good class. I would highly recommend it. The PSets are very doable with all the resources the class offers, and are appropriately difficult.
0	As graduate student who avoided taking any CS courses during undergrad because programming/coding seemed so intimidating, I can't express how glad I am that I finally took this class. This is one of, if not the most well-taught class I have ever taken. Beyond the practical knowledge I got from this class, I'm just so thrilled that programming doesn't seem so mysterious/scary anymore. If you're thinking about taking this class - do it!
0	The classic Stanford class. As someone who has never programmed, it was very challenging and time consuming, but you have a whole new set of skills by the end! Make sure you go to lair - it is super helpful and where I did much of my learning.
0	I believe that this course is not beginner-friendly; beware.
0	Take this class. So well done!
0	Take it! It is one of the best coding courses I have taken. Nick is good at teaching and the lecture is very organized.
0	Very helpful!
0	This course is very accessible for those who don't have any coding experience. I would highly recommend taking it and deciding whether or not you like CS. While the assignments do take a lot of effort and time, it is possible to complete them on time. Also LAIR is a great resource if you are stuck on any P-sets. This course is definitely not a walk in the park, especially if you have never looked at code in your life, but it is super rewarding and it gives you a skill that is very useful in todays modern age.
0	Take it! ItEs the best class IEve taken at Stanford so far!
0	Pay attention to lectures! Easy course, lots of fun.
0	Ask questions when youEre confused
0	I would 100% recommend taking this course to anyone who might be interested. The teaching is excellent and the course material is fun and interesting!
0	"This class is really rewarding to take! I took this class because after taking Chem 31M I was so discouraged I dropped organic chem, which I was supposed to take winter quarter. This class really helped me regain my confidence in my ability to problem solve, it's NOT an easy class (lots of people say that but this class is definitely a 5 unit class, it can be even harder than other stem classes here because there's no textbook or methodical way to learn to code), but there are lots of resources! Don't be surprised if you find yourself spending 4 hours at LAIR some nights because you can't even get the code to run on your own. That's part of the process, and it makes the midterms seem so much better. I really genuinely hope I can take 106B sometime, I can't take it next quarter because of PreMed reqs, but am definitely hoping to take it sometime down the road because of my great experience with 106A! But no seriously, I used to feel so bad because the rep was that 106A was ""easy,"" but coding is like learning a new language. It takes practice, but will eventually flow naturally! Just don't let your guard down with this class and enjoy the process and should be fine!"
0	It is a must-take for any Stanford student! If you can fit it in your schedule comfortably, take it.
0	Great class. Everyone takes it. Well organized, which I wasn't expecting for such a large class. Go to the same section each week!
0	I really recommend this course! It is easy and is a great intro to CS. I had no experience and I found this course to be very accommodating to me.
0	I would absolutely recommend taking this course. I'm an English major, so basically about as far from CS as you can get, and I still feel like this has been one of the best classes I've ever taken in my life. Not only is it well taught and surprisingly fun, but it also provides a skillset and perspective that I feel will remain incredibly useful regardless of whether you choose to take another CS class in the future.
0	It's a fantastically taught class! Even if it's not required for your major, you should take it just to have a bit of insight into the world of CS. I knew nothing coming in and I've learned so much!
0	Great course highly recommend
0	This course is very well taught and if you have any interest at all in trying CS then absolutely take it. Pay attention in lectures and assignments shouldn't be too bad and the exams are very fair.
0	The class content is super fast-paced which can be stressful to keep up. Tip that helped me was watching lecture on video in live time and pausing when I needed more time to process or read the lecture notes. Professor Parlante teaches quite fast and sometimes when dealing with such intricate content, you need to take more time to absorb it.
0	Pace yourself on the homework assignments. Just reading over the directions the day it's posted is a good start because you can think about it here and there for the rest of the week.
0	take it!
0	Nice class
0	Great intro to computer science and fantastic instruction
0	This class was super fun. Don't take it with a heavy course load though. It can be a lot of work, especially if you have no cs background.
0	I really liked this course! It was a lot of fun, and nick was fun and engaging. Not too challenging, but very rewarding. Give yourself 2-3 days for assignments, and try to go to lair when you need it!
0	It's a great intro course to python. Just make sure to watch lectures and ask questions when you get the chance
0	Homeworks are very hard if you have little or no coding background experience.
0	Really take time to work through p-sets and the experimental server
0	.
0	Take this, I took it with no prior experience and it was an awesome intro.
0	It's a fun class to take, I did learn a lot about how coding works. As a student who had never had any coding experience prior to this class, I would say that most of the topics are engaging and Nick Parlante is a fun instructor that sprinkles bits of humor into his lectures. However, he is also extremely experienced, so for a beginner (like me), it would sometimes be difficult to apply what we learned in lectures to the homework. Nonetheless, I would encourage people to take this class, but just know that it will be more difficult for those who have little to no experience.
0	It is a great course, you will learn a lot. A huge portion of the class has no background in coding and still did great. It is a bit fast-paced but still the homeworks are fun and the tests are super fair
0	Nick Parlante is funny and a great and engaging teacher
0	It is a fantastic introduction to computer science and I highly recommend it.
0	Nick is a great lecturer, better than most professors.
0	Best course. Must take it while you are at Stanford.
0	You probably will
0	I really enjoyed the class, it is really well organized and challenging.
0	I had no background in coding by the course is very well designed and makes it easy for someone with no experience. Professor Parlante is excellent and there are abundant resources to help students.
0	Take it!
0	TAKE IT. You won't regret it. It's best class I've ever taken.
0	Really recommend
0	Highly recommend.  Professor Parlante is excellent!
0	As long as you attend lecture and understand the homeworks, you will do well in this class. Well-structure and lecture notes are always online as well.
0	This class is very challenging but is definitely something you should take if you want to get the introduction to computer science. The teacher also explains all the concepts very well.
0	Go to class and section.
0	Great introduction to coding for those who have absolutely no experience in it. Lectures are extremely clear and Nick is a great professor. If you like little puzzles, you'll enjoy this class.
0	This is a great introduction to Python programming. While you won't finish the course ready to do everything you might desire with Python, the class seems to lay a good foundation for the basics. I think it's a great place to start, especially if you are new to programming.
0	Very fun class, great teacher, exciting content!
0	It is very fast paced and you can get left behind quickly.
