0	TAKE THIS COURSE!! No matter what major you are, it's an extremely insightful and fun course! The structure of the course and the way it's taught is extremely effective. As someone who had never considered computer science in college, I'm not considering a major in computer science and taking more computer science courses at Stanford in the future.	CS-106A
0	It's a great course!	CS-106A
0	Take it! The teaching team do a great job of introducing computer science principles to the students, and the course is definitely friendly to people with no coding experience.	CS-106A
0	I think everyone at Stanford should take 106a. I took it with Nick, who is probably the best instructor I've ever had at Stanford. CS can definitely get hard at times, but it's evident that Nick is very thoughtful about his teaching and implementing effective practice into class time. Also, I really appreciated that Nick mentions that stuff is hard. It really helped me realize that the fast pace of Stanford DOES make things more difficult, but that just means I'm learning the way Stanford wants me to	CS-106A
0	Hard if you don't have a CS background, as it moves very fast. If your good at focusing for long periods and working with puzzles, this is a good class for you	CS-106A
0	If you want to learn about CS take this course	CS-106A
0	Take it, even if you are not considering computer science. It is very well taught	CS-106A
0	Great intro to programming! Highly recommend you take this, even if you don't plan on going into programming or stuff of that manneer.	CS-106A
0	This instructor is very knowledgeable and conveys the material well. The course is logically structured and easy to follow. Due dates are clear and enough time is given to complete the assignments.	CS-106A
0	Don't get discouraged if you don't understand right away. When it feels like everyone knows what they're doing, I promise you're not alone and the professors, TAs and section leaders are cognizant of the steep learning curve as well.	CS-106A
0	Really great class. Its so well organized and the assignments are really applicable to real life and fun. Great intro course, and pretty accessible/easy.	CS-106A
0	THE intro-level (CS) course at Stanford. Designed from the bottom-up to be extremely accessible with additionally so many support systems built-in that it feels like you can comfortably forget about stressing over your performance and spend more time focusing on learning and developing new skills. Beyond that, can be conceptually very interesting (especially if coming in with no prior awareness of programming) and rewarding (psets are all applications-based and it's really cool to look back after each one to appreciate what you've just built with your own hands). Would highly recommend this course (Nick is a great teacher too), if not for a great perspective on CS, then at least as a very rewarding 5 units of developing a rewarding skill.	CS-106A
0	Fun way to dip your toes in CS!	CS-106A
0	CS106A is a fun introduction to computer science and programming. The exams are relatively easy, the instructors throw no curveballs, and overall the course is designed to set you up to succeed. Despite the large number of people taking the class, there are still many opportunities for one-on-one interaction, which I personally thought was a testament to how efficiently and brilliantly the course is structured. Definitely a fun and enjoyable time - even if you don't plan on continuing with CS in the future, the skills you learn in 106A are valuable far beyond programming!	CS-106A
0	Take it! Everyone and their mother has taken this class, so there is no shortage of people who can give you advice.	CS-106A
0	Take it. I came into Stanford with no CS knowledge and as a sophomore English major I loved this course more than anything. It wasn't easy, but there were so many resources that I was able to enjoy learning something completely and I could feel so proud of myself whenever I actually got something done. Nick Parlante is also the best at making you comfortable with struggling through coding, even though he obviously finds it easy himself. Loved everything about it and I'm glad I took it!	CS-106A
0	As graduate student who avoided taking any CS courses during undergrad because programming/coding seemed so intimidating, I can't express how glad I am that I finally took this class. This is one of, if not the most well-taught class I have ever taken. Beyond the practical knowledge I got from this class, I'm just so thrilled that programming doesn't seem so mysterious/scary anymore. If you're thinking about taking this class - do it!	CS-106A
0	The classic Stanford class. As someone who has never programmed, it was very challenging and time consuming, but you have a whole new set of skills by the end! Make sure you go to lair - it is super helpful and where I did much of my learning.	CS-106A
0	I believe that this course is not beginner-friendly; beware.	CS-106A
0	Take this class. So well done!	CS-106A
0	Take it! It is one of the best coding courses I have taken. Nick is good at teaching and the lecture is very organized.	CS-106A
0	Very helpful!	CS-106A
0	This course is very accessible for those who don't have any coding experience. I would highly recommend taking it and deciding whether or not you like CS. While the assignments do take a lot of effort and time, it is possible to complete them on time. Also LAIR is a great resource if you are stuck on any P-sets. This course is definitely not a walk in the park, especially if you have never looked at code in your life, but it is super rewarding and it gives you a skill that is very useful in todays modern age.	CS-106A
0	Well structured, they have been perfecting this class for years and it shows	CS-106A
0	Great course, I think everyone no matter what their major is at stanford should take this class. Very impressed with the amount of resources for student help and I think the CS department did a great job. I just started coding python during week 1 of this class and now I am pretty good at it. TAKE THIS CLASS.	CS-106A
0	this class is designed for beginners and to help beginners succeed. midterm/final are not bad and your grade will probably be fine even if you don't put in that much effort, but that being said, if you really want to get a lot out of the course, make sure to spend a lot of time refining concepts and doing psets.	CS-106A
0	Take it! ItEs the best class IEve taken at Stanford so far!	CS-106A
0	This was a great course! Even though I didn't need to take this course for my major, CS here is popular for a reason and the introductory CS class is very beginner friendly and informative. I definitely recommend taking it regardless of major, since it gives you basic skills that might be helpful down the line, and honestly it was a lot of fund and very gratifying!	CS-106A
0	Pay attention to lectures! Easy course, lots of fun.	CS-106A
0	Ask questions when youEre confused	CS-106A
0	I would 100% recommend taking this course to anyone who might be interested. The teaching is excellent and the course material is fun and interesting!	CS-106A
0	Take it, its really hard tho.	CS-106A
0	If you have no coding experience, go to lecture and office hours because the class moves fast	CS-106A
0	"This class is really rewarding to take! I took this class because after taking Chem 31M I was so discouraged I dropped organic chem, which I was supposed to take winter quarter. This class really helped me regain my confidence in my ability to problem solve, it's NOT an easy class (lots of people say that but this class is definitely a 5 unit class, it can be even harder than other stem classes here because there's no textbook or methodical way to learn to code), but there are lots of resources! Don't be surprised if you find yourself spending 4 hours at LAIR some nights because you can't even get the code to run on your own. That's part of the process, and it makes the midterms seem so much better. I really genuinely hope I can take 106B sometime, I can't take it next quarter because of PreMed reqs, but am definitely hoping to take it sometime down the road because of my great experience with 106A! But no seriously, I used to feel so bad because the rep was that 106A was ""easy,"" but coding is like learning a new language. It takes practice, but will eventually flow naturally! Just don't let your guard down with this class and enjoy the process and should be fine!"	CS-106A
0	Extraordinary class, take it	CS-106A
0	Great class. Everyone takes it. Well organized, which I wasn't expecting for such a large class. Go to the same section each week!	CS-106A
0	I really recommend this course! It is easy and is a great intro to CS. I had no experience and I found this course to be very accommodating to me.	CS-106A
0	I would absolutely recommend taking this course. I'm an English major, so basically about as far from CS as you can get, and I still feel like this has been one of the best classes I've ever taken in my life. Not only is it well taught and surprisingly fun, but it also provides a skillset and perspective that I feel will remain incredibly useful regardless of whether you choose to take another CS class in the future.	CS-106A
0	It's a fantastically taught class! Even if it's not required for your major, you should take it just to have a bit of insight into the world of CS. I knew nothing coming in and I've learned so much!	CS-106A
0	It is a fairly simple class and all of the classes are recorded so it is nearly asynchronous.	CS-106A
0	ItEs a must-take class for all Stanford students! A very rewarding class that is taught well and isnEt particularly time consuming	CS-106A
