0	TAKE THIS COURSE!! No matter what major you are, it's an extremely insightful and fun course! The structure of the course and the way it's taught is extremely effective. As someone who had never considered computer science in college, I'm not considering a major in computer science and taking more computer science courses at Stanford in the future.
0	It's a great course!
0	Take it! The teaching team do a great job of introducing computer science principles to the students, and the course is definitely friendly to people with no coding experience.
0	This class is a very good basic Python course. They provide you with a ton of resources to help you out too (discussion board, discussion section, OH, tons of practice problems)
0	I think everyone at Stanford should take 106a. I took it with Nick, who is probably the best instructor I've ever had at Stanford. CS can definitely get hard at times, but it's evident that Nick is very thoughtful about his teaching and implementing effective practice into class time. Also, I really appreciated that Nick mentions that stuff is hard. It really helped me realize that the fast pace of Stanford DOES make things more difficult, but that just means I'm learning the way Stanford wants me to
0	If you want to learn about CS take this course
0	Take it, even if you are not considering computer science. It is very well taught
0	Don't get discouraged if you don't understand right away. When it feels like everyone knows what they're doing, I promise you're not alone and the professors, TAs and section leaders are cognizant of the steep learning curve as well.
0	Really great class. Its so well organized and the assignments are really applicable to real life and fun. Great intro course, and pretty accessible/easy.
0	THE intro-level (CS) course at Stanford. Designed from the bottom-up to be extremely accessible with additionally so many support systems built-in that it feels like you can comfortably forget about stressing over your performance and spend more time focusing on learning and developing new skills. Beyond that, can be conceptually very interesting (especially if coming in with no prior awareness of programming) and rewarding (psets are all applications-based and it's really cool to look back after each one to appreciate what you've just built with your own hands). Would highly recommend this course (Nick is a great teacher too), if not for a great perspective on CS, then at least as a very rewarding 5 units of developing a rewarding skill.
0	Fun way to dip your toes in CS!
0	CS106A is a fun introduction to computer science and programming. The exams are relatively easy, the instructors throw no curveballs, and overall the course is designed to set you up to succeed. Despite the large number of people taking the class, there are still many opportunities for one-on-one interaction, which I personally thought was a testament to how efficiently and brilliantly the course is structured. Definitely a fun and enjoyable time - even if you don't plan on continuing with CS in the future, the skills you learn in 106A are valuable far beyond programming!
0	The instructor and the TA team are very friendly, professional, and willing to help. Reach out to the numerous resources that this course offers and ask a lot of questions, even though some questions may seem minor. I had some coding experience before this course, but I still found this course very helpful for building a stronger foundation in coding and also learning the logic behind coding, which really trains your brain. Start the homework early and ask questions during IGs. Although the lectures were recorded, I found going to in-person lectures helped me set up a strict schedule of studying for this course.
0	CS106A is an excellent class. Nick did a very good job of going over the course materials in a comprehensive way. The TAs are also very good in sections. You can't go to office hours with your specific TA, but you get individual feedback from your TA during IGs. It's never necessary to go to class in person because it's all recorded/streamed live. The assignments were well-paced and if you understand the practice questions for the midterm/final, you'll be fine (the test questions are very similar).
0	Take it. I came into Stanford with no CS knowledge and as a sophomore English major I loved this course more than anything. It wasn't easy, but there were so many resources that I was able to enjoy learning something completely and I could feel so proud of myself whenever I actually got something done. Nick Parlante is also the best at making you comfortable with struggling through coding, even though he obviously finds it easy himself. Loved everything about it and I'm glad I took it!
0	Great starter for coding - get your feet wet and find out if coding is for you
0	As graduate student who avoided taking any CS courses during undergrad because programming/coding seemed so intimidating, I can't express how glad I am that I finally took this class. This is one of, if not the most well-taught class I have ever taken. Beyond the practical knowledge I got from this class, I'm just so thrilled that programming doesn't seem so mysterious/scary anymore. If you're thinking about taking this class - do it!
0	The classic Stanford class. As someone who has never programmed, it was very challenging and time consuming, but you have a whole new set of skills by the end! Make sure you go to lair - it is super helpful and where I did much of my learning.
0	I believe that this course is not beginner-friendly; beware.
0	Take this class. So well done!
0	Take it! It is one of the best coding courses I have taken. Nick is good at teaching and the lecture is very organized.
0	This course is very accessible for those who don't have any coding experience. I would highly recommend taking it and deciding whether or not you like CS. While the assignments do take a lot of effort and time, it is possible to complete them on time. Also LAIR is a great resource if you are stuck on any P-sets. This course is definitely not a walk in the park, especially if you have never looked at code in your life, but it is super rewarding and it gives you a skill that is very useful in todays modern age.
0	Well structured, they have been perfecting this class for years and it shows
0	Great course, I think everyone no matter what their major is at stanford should take this class. Very impressed with the amount of resources for student help and I think the CS department did a great job. I just started coding python during week 1 of this class and now I am pretty good at it. TAKE THIS CLASS.
